year,direction_ferme,total_value,total_relative,total_slope,total_reg,total_relative,total_peace_reg_memory,total_peace_reg_no_memory,total_avg_war_loss_memory,total_avg_war_loss_no_memory,imports_value,imports_relative,imports_slope,imports_reg,imports_relative,imports_peace_reg_memory,imports_peace_reg_no_memory,imports_avg_war_loss_memory,imports_avg_war_loss_no_memory,exports_value,exports_relative,exports_slope,exports_reg,exports_relative,exports_peace_reg_memory,exports_peace_reg_no_memory,exports_avg_war_loss_memory,exports_avg_war_loss_no_memory,total_no_colonial_product_value,total_no_colonial_product_relative,total_no_colonial_product_slope,total_no_colonial_product_reg,total_no_colonial_product_relative,total_no_colonial_product_peace_reg_memory,total_no_colonial_product_peace_reg_no_memory,total_no_colonial_product_avg_war_loss_memory,total_no_colonial_product_avg_war_loss_no_memory,total_no_colonial_trade_value,total_no_colonial_trade_relative,total_no_colonial_trade_slope,total_no_colonial_trade_reg,total_no_colonial_trade_relative,total_no_colonial_trade_peace_reg_memory,total_no_colonial_trade_peace_reg_no_memory,total_no_colonial_trade_avg_war_loss_memory,total_no_colonial_trade_avg_war_loss_no_memory,imports_no_colonial_product_value,imports_no_colonial_product_relative,imports_no_colonial_product_slope,imports_no_colonial_product_reg,imports_no_colonial_product_relative,imports_no_colonial_product_peace_reg_memory,imports_no_colonial_product_peace_reg_no_memory,imports_no_colonial_product_avg_war_loss_memory,imports_no_colonial_product_avg_war_loss_no_memory,exports_no_colonial_product_value,exports_no_colonial_product_relative,exports_no_colonial_product_slope,exports_no_colonial_product_reg,exports_no_colonial_product_relative,exports_no_colonial_product_peace_reg_memory,exports_no_colonial_product_peace_reg_no_memory,exports_no_colonial_product_avg_war_loss_memory,exports_no_colonial_product_avg_war_loss_no_memory,imports_no_colonial_trade_value,imports_no_colonial_trade_relative,imports_no_colonial_trade_slope,imports_no_colonial_trade_reg,imports_no_colonial_trade_relative,imports_no_colonial_trade_peace_reg_memory,imports_no_colonial_trade_peace_reg_no_memory,imports_no_colonial_trade_avg_war_loss_memory,imports_no_colonial_trade_avg_war_loss_no_memory,exports_no_colonial_trade_value,exports_no_colonial_trade_relative,exports_no_colonial_trade_slope,exports_no_colonial_trade_reg,exports_no_colonial_trade_relative,exports_no_colonial_trade_peace_reg_memory,exports_no_colonial_trade_peace_reg_no_memory,exports_no_colonial_trade_avg_war_loss_memory,exports_no_colonial_trade_avg_war_loss_no_memory
1778,Bordeaux,200484755.88645345,0.3179977903460062,3.7,138351966.67841172,0.3179977903460062,144989596.84308532,197612452.66071984,-49.2%,-57.2%,132324431.2604504,0.3739294906830977,4.2,55991626.19124359,0.3739294906830977,63768621.08132797,148670196.62011647,-38.5%,-53.8%,68160324.62600306,0.24643604549216316,3.2,76449070.29472654,0.24643604549216316,82348426.51801594,80183409.20516035,-56.9%,-60.6%,44156878.57935423,,2.2,57800124.15212804,,59752045.09488977,59142715.53682224,-53.2%,-55.5%,26129085.03934142,,3.0,27129996.08248795,,26043135.121919703,64805601.01264167,-46.2%,-38.5%,17200016.706055395,,2.9,20288859.014650613,,24050566.94006823,48219583.21676385,-47.7%,-40.4%,26956861.87329883,,1.9,36840093.188883595,,36042319.95912906,26537613.42870425,-53.5%,-55.1%,13064542.51967071,,3.0,14120485.985511314,,14791576.834998624,37961723.96166044,-47.0%,-41.8%,13064542.51967071,,3.0,13564998.041244142,,13021567.560959782,32402800.506319854,-46.2%,-38.5%
1778,Nantes,70481106.37826893,0.11179321834386778,1.2,38774384.37581118,0.11179321834386778,50423566.07679921,53709521.25223945,-41.9%,-38.6%,28386346.565855905,0.08021566397540146,1.1,16425429.62877951,0.08021566397540146,18806467.887118552,21352363.436324812,-48.6%,-46.3%,42094759.812413014,0.15219508124460954,0.6,17527571.01290223,0.15219508124460954,18814741.879559807,7528087.321385088,-24.4%,13.7%,42578390.16881509,,0.6,20875424.129830446,,23378690.61556294,18208473.88163562,-23.1%,6.9%,14593367.67115587,,-0.2,9084415.148682429,,8171709.6649671355,19571222.083967958,-30.2%,53.9%,11089341.658675754,,0.0,6874608.776183582,,6882651.103821548,9049478.8445156,-34.6%,31.5%,31489048.51013934,,0.6,11731252.067642799,,11620390.655451072,4020075.596186619,-6.7%,42.0%,7296683.835577935,,-0.1,4608850.417294187,,4242657.416387997,8190311.876012514,-31.5%,56.8%,7296683.835577935,,-0.2,4542207.574341214,,4085854.83248356,9785611.04198396,-30.2%,53.9%
1778,Bayonne,14547533.153390475,0.023074489515718926,0.1,18290544.383046146,0.023074489515718926,14776672.367445555,10689280.526706357,22.6%,40.3%,5328097.79202531,0.015056425141630194,0.3,6765028.0045023225,0.015056425141630194,5307511.634711625,4487971.703967477,13.4%,23.8%,9219435.361365164,0.03333319206726135,-0.4,10968808.977858964,0.03333319206726135,9363891.54997481,6336812.347585454,29.2%,49.7%,13431676.293333625,,0.3,16743983.387470536,,13448884.788104687,9831404.081788197,31.5%,49.0%,8560296.17144832,,0.5,11546587.750334142,,8910181.941764489,7716155.250856027,29.0%,37.4%,4488681.83576416,,0.4,5781037.525066523,,4450911.725909273,3929630.9857443715,28.9%,36.9%,8942994.457569465,,0.2,10660617.057248596,,8946373.878563719,5999512.930673015,31.3%,52.7%,4280148.08572416,,0.5,5716069.284299252,,4431779.2377874935,3954884.8428896423,30.1%,37.3%,4280148.08572416,,0.5,5773293.87516709,,4455090.970882221,3858077.625428006,29.0%,37.4%
1778,La Rochelle,16436976.728661308,0.026071420026784187,-0.7,12856699.889415823,0.026071420026784187,14443456.78880625,26184560.56013426,47.4%,42.5%,8974251.512137672,0.02535992231540869,-0.5,5839446.075741326,0.02535992231540869,6403344.387959242,10225471.937832346,149.9%,144.1%,7462725.216523636,0.02698174489405416,-0.8,7021300.091236005,0.02698174489405416,8063701.081621433,13902190.956794696,-0.4%,-1.6%,9318384.633708399,,-1.3,8941003.156234205,,10430766.173895163,23448054.648448296,44.1%,34.1%,4425934.879527944,,1.8,5531504.76631257,,6615058.225683704,20757276.476155713,8.1%,-17.7%,4030261.589664162,,-1.0,3580788.9447512003,,4038878.4759872654,8931048.325343065,99.7%,86.6%,5288123.044044236,,-1.4,5314538.833033563,,6251117.147162967,13210018.823269248,7.4%,2.2%,2212967.439763972,,1.8,2723926.0892148577,,3155578.2426196192,9683722.403720561,9.3%,-17.2%,2212967.439763972,,1.8,2765752.38315629,,3307529.1128418753,10378638.238077836,8.1%,-17.7%
1756,Marseille,113083436.77178663,0.27283943699354996,1.1,118409845.02466476,0.27283943699354996,161724699.1230037,139493195.3925437,-39.5%,-30.6%,50817634.884949565,0.29262251569916026,1.8,60442810.023685604,0.29262251569916026,82562154.1299999,71058722.4729879,-40.0%,-29.8%,62265801.88683707,0.25857241926075675,0.3,55592073.089685895,0.25857241926075675,74890581.92816487,65518383.91504577,-41.6%,-33.6%,99900998.25487918,,0.9,101829840.55019258,,138859674.5674234,116852289.11182795,-38.2%,-27.0%,90788787.03559928,,1.5,101305661.78588796,,149361544.29364324,117916649.5713236,-35.9%,-21.0%,45795601.11820086,,1.6,52365203.90056608,,71212318.09747003,59130377.45682139,-38.0%,-24.8%,54105397.13667831,,0.1,47621769.79032978,,62861905.52024093,54203891.15225125,-40.0%,-29.9%,45394393.51779964,,1.5,50306242.97872639,,69277887.45883115,55368801.819519,-35.4%,-19.2%,45394393.51779964,,1.5,50652830.89294406,,74680772.146822,58958324.78566127,-35.9%,-21.0%
1756,Rouen,,0.0,2.5,46673676.47880744,0.0,46177935.92247358,46177935.92247358,30.0%,25.3%,,0.0,3.3,25467935.668343127,0.0,22739428.59967729,22739428.59967729,53.9%,47.8%,,0.0,1.3,21225717.13608479,0.0,23581957.838447478,23581957.838447478,6.6%,3.6%,,,2.0,34133619.12878777,,29355051.035537824,29355051.035537824,97.5%,93.3%,,,3.1,29217842.52314614,,22520671.541579522,22520671.541579522,157.2%,145.3%,,,3.0,18767583.416343965,,14594128.680054877,14594128.680054877,126.8%,119.7%,,,0.1,15450430.317661617,,14849964.471722882,14849964.471722882,71.2%,70.8%,,,3.1,14608921.261573149,,11260335.77078974,11260335.77078974,157.2%,145.3%,,,3.1,14608921.261573149,,11260335.77078974,11260335.77078974,157.2%,145.3%
1756,Bordeaux,48940497.324008055,0.11808004883167941,3.7,61214693.95466095,0.11808004883167941,104983973.27836062,114238850.40072444,-49.2%,-57.2%,16705121.158854105,0.09619287850822243,4.2,22440690.80387007,0.09619287850822243,33288033.851233665,30306773.107257813,-38.5%,-53.8%,32235376.16515395,0.13386448015160696,3.2,38070353.74436327,0.13386448015160696,70223239.22992434,84114130.92247677,-56.9%,-60.6%,24717653.891584866,,2.2,35332099.26958339,,57146621.72313148,60650773.67459444,-53.2%,-55.5%,9118752.56439891,,3.0,14100515.036773391,,19900924.359486837,14495582.005145902,-46.2%,-38.5%,6322150.323772414,,2.9,10662348.38913973,,13632290.57256891,10393300.854109418,-47.7%,-40.4%,18395503.56781245,,1.9,24311904.86876746,,41992438.75149662,50979406.8820625,-53.5%,-55.1%,4559376.282199455,,3.0,7226626.069722598,,9991049.916043788,7247791.0025728345,-47.0%,-41.8%,4559376.282199455,,3.0,7050257.518386782,,9950462.179743329,7247791.0025728345,-46.2%,-38.5%
1756,Nantes,16707043.02312034,0.040309530222841956,1.2,29908834.229884736,0.040309530222841956,31570974.473273356,28877560.466701824,-41.9%,-38.6%,7039868.723841466,0.04053758308166434,1.1,12966235.102959245,0.04053758308166434,16944217.732523922,14706112.826619975,-48.6%,-46.3%,9667174.299278874,0.04014506471020613,0.6,15342384.486084284,0.04014506471020613,17827293.1434223,18992025.09314296,-24.4%,13.7%,9998220.870939206,,0.6,18480289.538252532,,15802350.641387926,12734057.67656885,-23.1%,6.9%,5226042.288896972,,-0.2,9490747.391529007,,9460721.3810955,4492157.743283168,-30.2%,53.9%,3549154.285261426,,0.0,6840297.033230657,,7144999.944917521,4049850.3252484985,-34.6%,31.5%,6449066.58567778,,0.6,10251111.236236796,,9987578.921968257,11968756.547696503,-6.7%,42.0%,2613021.144448486,,-0.1,4761565.562790598,,4730360.690547674,2246078.87164158,-31.5%,56.8%,2613021.144448486,,-0.2,4745373.695764494,,4730360.690547674,2246078.87164158,-30.2%,53.9%
1756,Bayonne,16806833.63269977,0.04055029769960198,0.1,17903477.910167627,0.04055029769960198,17451356.607295573,17451356.607295573,22.6%,40.3%,5470397.14341337,0.0315001156115042,0.3,6371432.376763322,0.0315001156115042,6868433.488996223,6868433.488996223,13.4%,23.8%,11336436.4892864,0.047077042614147656,-0.4,11983186.031763531,0.047077042614147656,10597392.153897317,10597392.153897317,29.2%,49.7%,14036341.89017606,,0.3,15579509.650904475,,14617167.187346455,14617167.187346455,31.5%,49.0%,6326934.85632334,,0.5,10326117.254626945,,10048007.144131737,10048007.144131737,29.0%,37.4%,3924407.67820687,,0.4,5302448.649834381,,5255441.256774389,5255441.256774389,28.9%,36.9%,10111934.21196919,,0.2,10310690.277536409,,9403481.390491802,9403481.390491802,31.3%,52.7%,3163467.42816167,,0.5,5158102.923042419,,5024003.5720658945,5024003.5720658945,30.1%,37.3%,3163467.42816167,,0.5,5163058.627313481,,5024003.5720658945,5024003.5720658945,29.0%,37.4%
1756,La Rochelle,14507895.704639211,0.03500358858037885,-0.7,15109112.98813279,0.03500358858037885,20557261.6883635,17089908.79173737,47.4%,42.5%,7069464.78873856,0.04070800571122178,-0.5,6562410.68572921,0.04070800571122178,10241470.994947983,8780631.809857871,149.9%,144.1%,7438430.91590065,0.030889718258571675,-0.8,8421244.884063045,0.030889718258571675,10284936.912385134,8333992.932694648,-0.4%,-1.6%,9895355.12327961,,-1.3,11828837.659378063,,15979384.657902434,14557516.075620621,44.1%,34.1%,3740415.02156858,,1.8,3687361.4679146674,,4733338.845935467,6339937.743347296,8.1%,-17.7%,3900938.26528509,,-1.0,4425331.574242878,,7461474.196068907,7338890.23187981,99.7%,86.6%,5994416.85799452,,-1.4,7167899.359568118,,8494689.991724625,7226569.501828352,7.4%,2.2%,1870207.51078429,,1.8,1823188.0520760075,,2366669.422967729,3169968.8716736417,9.3%,-17.2%,1870207.51078429,,1.8,1843680.73395735,,2366669.422967729,3169968.8716736417,8.1%,-17.7%
1790,Marseille,,,1.1,173975590.02161664,,,,-39.5%,-30.6%,,,1.8,111449151.48528863,,,,-40.0%,-29.8%,45391648.1025,,0.3,61078025.96433403,,,,-41.6%,-33.6%,,,0.9,138004018.86593693,,,,-38.2%,-27.0%,,,1.5,167086208.58211842,,,,-35.9%,-21.0%,,,1.6,90190848.91431268,,,,-38.0%,-24.8%,44630216.4025,,0.1,48755090.81014669,,,,-40.0%,-29.9%,,,1.5,84892518.977063,,,,-35.4%,-19.2%,,,1.5,83543104.29105936,,,,-35.9%,-21.0%
1790,Rouen,,,2.5,110753807.40714592,,,,30.0%,25.3%,,,3.3,78809508.55038098,,,,53.9%,47.8%,,,1.3,32596657.65910881,,,,6.6%,3.6%,,,2.0,67154418.24521273,,,,97.5%,93.3%,,,3.1,84265069.36780888,,,,157.2%,145.3%,,,3.0,52566345.63582508,,,,126.8%,119.7%,,,0.1,16032254.208040819,,,,71.2%,70.8%,,,3.1,42132534.68390436,,,,157.2%,145.3%,,,3.1,42132534.68390436,,,,157.2%,145.3%
1790,Bordeaux,,,3.7,215847472.08386415,,,,-49.2%,-57.2%,,,4.2,92196813.9511422,,,,-38.5%,-53.8%,,,3.2,111822146.43052593,,,,-56.9%,-60.6%,,,2.2,75600517.62655316,,,,-53.2%,-55.5%,,,3.0,38768228.90435573,,,,-46.2%,-38.5%,,,2.9,28817759.86736844,,,,-47.7%,-40.4%,,,1.9,46214282.043247335,,,,-53.5%,-55.1%,,,3.0,20348389.44064188,,,,-47.0%,-41.8%,,,3.0,19384114.452178102,,,,-46.2%,-38.5%
1790,Nantes,,,1.2,44672722.03337066,,,,-41.9%,-38.6%,,,1.1,18686866.031806428,,,,-48.6%,-46.3%,,,0.6,18847977.60462398,,,,-24.4%,13.7%,,,0.6,22310244.402931634,,,,-23.1%,6.9%,,,-0.2,8870160.114667866,,,,-30.2%,53.9%,,,0.0,6893396.760288116,,,,-34.6%,31.5%,,,0.6,12626805.911003113,,,,-6.7%,42.0%,,,-0.1,4527625.823607615,,,,-31.5%,56.8%,,,-0.2,4435080.057333925,,,,-30.2%,53.9%
1790,Bayonne,,,0.1,18505187.192201458,,,,22.6%,40.3%,,,0.3,6989870.914249041,,,,13.4%,23.8%,,,-0.4,10452183.400758985,,,,29.2%,49.7%,,,0.3,17415431.481189143,,,,31.5%,49.0%,,,0.5,12272054.205198914,,,,29.0%,37.4%,,,0.4,6060051.640015069,,,,28.9%,36.9%,,,0.2,10856466.328599067,,,,31.3%,52.7%,,,0.5,6045452.834840652,,,,30.1%,37.3%,,,0.5,6136027.102599446,,,,29.0%,37.4%
1790,La Rochelle,,,-0.7,11773022.699621635,,,,47.4%,42.5%,,,-0.5,5479256.165548685,,,,149.9%,144.1%,,,-0.8,6358418.660409142,,,,-0.4%,-1.6%,,,-1.3,7675082.84272657,,,,44.1%,34.1%,,,1.8,6901013.52978122,,,,8.1%,-17.7%,,,-1.0,3190177.5571760023,,,,99.7%,86.6%,,,-1.4,4514365.165354541,,,,7.4%,2.2%,,,1.8,3390805.473783534,,,,9.3%,-17.2%,,,1.8,3450506.76489064,,,,8.1%,-17.7%
1749,Marseille,160025524.75081223,0.3416045824316387,1.1,109391799.73654263,0.3416045824316387,,,-39.5%,-30.6%,88233454.24,0.410372964003877,1.8,53288695.96900149,0.410372964003877,,,-40.0%,-29.8%,71792070.51081222,0.2832653936632168,0.3,54525294.617798686,0.2832653936632168,,,-41.6%,-33.6%,137854870.1708078,,0.9,95652243.56774123,,,,-38.2%,-27.0%,153302183.48,,1.5,91389029.38953409,,,,-35.9%,-21.0%,77816510.64,,1.6,46819839.923289314,,,,-38.0%,-24.8%,60038359.5308078,,0.1,47391729.5696455,,,,-40.0%,-29.9%,76651091.74,,1.5,45168495.66617413,,,,-35.4%,-19.2%,76651091.74,,1.5,45694514.69476695,,,,-35.9%,-21.0%
1749,Rouen,,0.0,2.5,39066734.6134435,0.0,,,30.0%,25.3%,,0.0,3.3,20183244.243414413,0.0,,,53.9%,47.8%,,0.0,1.3,19431408.73791802,0.0,,,6.6%,3.6%,,,2.0,29694437.963990577,,,,97.5%,93.3%,,,3.1,23493210.891504105,,,,157.2%,145.3%,,,3.0,15181591.290410751,,,,126.8%,119.7%,,,0.1,15333289.737625958,,,,71.2%,70.8%,,,3.1,11746605.445752114,,,,157.2%,145.3%,,,3.1,11746605.445752114,,,,157.2%,145.3%
1749,Bordeaux,67491695.93469042,0.14407371975985991,3.7,47225663.16775502,0.14407371975985991,,,-49.2%,-57.2%,29675317.522572573,0.1380196220854007,4.2,16776076.701086937,0.1380196220854007,,,-38.5%,-53.8%,37816378.41211784,0.14920967234414062,3.2,30496228.72477477,0.14920967234414062,,,-56.9%,-60.6%,39217018.244778186,,2.2,30210305.002134845,,,,-53.2%,-55.5%,18266356.92938278,,3.0,11449934.664596094,,,,-46.2%,-38.5%,14754875.31206734,,2.9,8688631.04689176,,,,-47.7%,-40.4%,24462142.93271085,,1.9,21300344.047358546,,,,-53.5%,-55.1%,9133178.46469139,,3.0,5839451.0016179,,,,-47.0%,-41.8%,9133178.46469139,,3.0,5724967.332298118,,,,-46.2%,-38.5%
1749,Nantes,44409819.76721923,0.09480111351653768,1.2,27537590.737483077,0.09480111351653768,,,-41.9%,-38.6%,23862874.468698587,0.11098600422846011,1.1,12026401.91671214,0.11098600422846011,,,-48.6%,-46.3%,20546945.29852064,0.08107077156502228,0.6,14705939.200595971,0.08107077156502228,,,-24.4%,13.7%,33804773.50883925,,0.6,17777410.85467303,,,,-23.1%,6.9%,38162654.44913618,,-0.2,9623808.305130327,,,,-30.2%,53.9%,22541751.22611316,,0.0,6829415.614839677,,,,-34.6%,31.5%,11263022.28272609,,0.6,9820507.886438143,,,,-6.7%,42.0%,19081327.22456809,,-0.1,4811210.051227651,,,,-31.5%,56.8%,19081327.22456809,,-0.2,4811904.152565155,,,,-30.2%,53.9%
1749,Bayonne,16263866.812155545,0.03471828284732422,0.1,17782046.502738193,0.03471828284732422,,,22.6%,40.3%,6552822.230642415,0.03047711442946252,0.3,6251064.834539477,0.03047711442946252,,,13.4%,23.8%,9711044.58151313,0.03831624922767872,-0.4,12325216.73820496,0.03831624922767872,,,29.2%,49.7%,13953927.831096996,,0.3,15226255.139730508,,,,31.5%,49.0%,11030525.06109523,,0.5,9965519.645166337,,,,29.0%,37.4%,5515262.530547615,,0.4,5158641.2323296,,,,28.9%,36.9%,8438665.30054938,,0.2,10201776.915823825,,,,31.3%,52.7%,5515262.530547615,,0.5,4992254.4684755765,,,,30.1%,37.3%,5515262.530547615,,0.5,4982759.822583177,,,,29.0%,37.4%
1749,La Rochelle,23321457.508742854,0.04978403768009436,-0.7,15905470.67141364,0.04978403768009436,,,47.4%,42.5%,10665813.021295529,0.04960659582877273,-0.5,6810713.317771376,0.04960659582877273,,,149.9%,144.1%,12655644.487447323,0.049934569267765884,-0.8,8922766.719401607,0.049934569267765884,,,-0.4%,-1.6%,17928852.57239165,,-1.3,12930607.357203852,,,,44.1%,34.1%,3997752.767720058,,1.8,3240970.8144182796,,,,8.1%,-17.7%,7697792.48644573,,-1.0,4733780.0282900985,,,,99.7%,86.6%,10231060.085945923,,-1.4,7883736.310985897,,,,7.4%,2.2%,1998876.383860029,,1.8,1604545.5791235955,,,,9.3%,-17.2%,1998876.383860029,,1.8,1620485.4072091542,,,,8.1%,-17.7%
1753,Marseille,,0.0,1.1,114457340.48269393,0.0,,,-39.5%,-30.6%,67731312.86752763,0.27911356596239584,1.8,57266111.56623293,0.27911356596239584,,,-40.0%,-29.8%,,0.0,0.3,55132350.172039725,0.0,,,-41.6%,-33.6%,,,0.9,99134891.13706559,,,,-38.2%,-27.0%,,,1.5,96930305.36341442,,,,-35.9%,-21.0%,58563002.97366649,,1.6,49912429.51435371,,,,-38.0%,-24.8%,,,0.1,47523044.71058329,,,,-40.0%,-29.9%,57727467.47049632,,1.5,48036419.72959735,,,,-35.4%,-19.2%,,,1.5,48465152.68170729,,,,-35.9%,-21.0%
1753,Rouen,,0.0,2.5,43247248.65359076,0.0,,,30.0%,25.3%,,0.0,3.3,23051906.183581308,0.0,,,53.9%,47.8%,,0.0,1.3,20437284.61097416,0.0,,,6.6%,3.6%,,,2.0,32155159.54959657,,,,97.5%,93.3%,,,3.1,26610924.22128483,,,,157.2%,145.3%,,,3.0,17137235.228124965,,,,126.8%,119.7%,,,0.1,15400118.027912853,,,,71.2%,70.8%,,,3.1,13305462.110642483,,,,157.2%,145.3%,,,3.1,13305462.110642483,,,,157.2%,145.3%
1753,Bordeaux,128147799.04138353,0.2396993805795708,3.7,54772841.92055931,0.2396993805795708,,,-49.2%,-57.2%,31241378.94684226,0.12874241343129542,4.2,19810161.39747899,0.12874241343129542,,,-38.5%,-53.8%,96906420.09454128,0.33192469382674766,3.2,34617683.919113696,0.33192469382674766,,,-56.9%,-60.6%,77803153.54717268,,2.2,33038509.21066158,,,,-53.2%,-55.5%,15113547.163444802,,3.0,12896694.6852329,,,,-46.2%,-38.5%,11037228.18325836,,2.9,9766798.332945067,,,,-47.7%,-40.4%,66765925.363914326,,1.9,22972333.63727993,,,,-53.5%,-55.1%,7556773.581722401,,3.0,6595769.714651695,,,,-47.0%,-41.8%,7556773.581722401,,3.0,6448347.342616484,,,,-46.2%,-38.5%
1753,Nantes,,0.0,1.2,28868559.215099495,0.0,,,-41.9%,-38.6%,,0.0,1.1,12554775.707414359,0.0,,,-48.6%,-46.3%,21939713.347525705,0.07514809264875828,0.6,15066317.20170442,0.07514809264875828,,,-24.4%,13.7%,,,0.6,18175715.501060665,,,,-23.1%,6.9%,,,-0.2,9547546.728575554,,,,-30.2%,53.9%,,,0.0,6835631.446851056,,,,-34.6%,31.5%,13170095.837917894,,0.6,10064302.031164432,,,,-6.7%,42.0%,,,-0.1,4782778.736643961,,,,-31.5%,56.8%,,,-0.2,4773773.364287768,,,,-30.2%,53.9%
1753,Bayonne,15127865.798115626,0.02829654577312076,0.1,17851334.66763188,0.02829654577312076,,,22.6%,40.3%,5891327.052754795,0.024277534752075825,0.3,6319565.054562718,0.024277534752075825,,,13.4%,23.8%,9236538.74536083,0.031637071022557396,-0.4,12128592.771615906,0.031637071022557396,,,29.2%,49.7%,12185144.764885966,,0.3,15427122.247141954,,,,31.5%,49.0%,8354569.90169351,,0.5,10170004.640833616,,,,29.0%,37.4%,4254871.700846755,,0.4,5240332.4196641315,,,,28.9%,36.9%,7930273.06403921,,0.2,10263871.464072356,,,,31.3%,52.7%,4177284.950846755,,0.5,5086360.821886456,,,,30.1%,37.3%,4177284.950846755,,0.5,5085002.3204168165,,,,29.0%,37.4%
1753,La Rochelle,17274754.9711634,0.032312283919246496,-0.7,15445406.763611412,0.032312283919246496,,,47.4%,42.5%,8358230.425187,0.03444338224584738,-0.5,6667697.945334469,0.03444338224584738,,,149.9%,144.1%,8916524.545976399,0.030540955666657744,-0.8,8632635.429806031,0.030540955666657744,,,-0.4%,-1.6%,13689581.505469996,,-1.3,12289037.3904649,,,,44.1%,34.1%,4884924.28123542,,1.8,3488978.683931822,,,,8.1%,-17.7%,6117667.01628909,,-1.0,4554983.242014744,,,,99.7%,86.6%,7571914.489180908,,-1.4,7466363.395917773,,,,7.4%,2.2%,2442462.14061771,,1.8,1726054.7887113867,,,,9.3%,-17.2%,2442462.14061771,,1.8,1744489.3419659263,,,,8.1%,-17.7%
1748,Marseille,,0.0,1.1,108160838.83336072,0.0,166379999.61753914,166379999.61753914,-39.5%,-30.6%,40122103.95795722,0.29481119863438465,1.8,52338279.50441622,0.29481119863438465,90349504.67389138,90349504.67389138,-40.0%,-29.8%,,0.0,0.3,54374578.02662724,0.0,70507480.88629614,70507480.88629614,-41.6%,-33.6%,,,0.9,94800868.884383,,153123497.42145857,153123497.42145857,-38.2%,-27.0%,,,1.5,90053933.20286769,,146422140.39803717,146422140.39803717,-35.9%,-21.0%,36626721.92481896,,1.6,46077109.60310932,,79216449.56844983,79216449.56844983,-38.0%,-24.8%,,,0.1,47358957.51870386,,66700527.03479432,66700527.03479432,-40.0%,-29.9%,36420566.62369,,1.5,44478678.5086696,,65254319.91993697,65254319.91993697,-35.4%,-19.2%,,,1.5,45026966.60143376,,73211070.19901843,73211070.19901843,-35.9%,-21.0%
1748,Rouen,,0.0,2.5,38086342.58578964,0.0,,,30.0%,25.3%,,0.0,3.3,19523694.74730237,0.0,,,53.9%,47.8%,,0.0,1.3,19187772.50721131,0.0,,,6.6%,3.6%,,,2.0,29109263.665746696,,,,97.5%,93.3%,,,3.1,22772619.093927357,,,,157.2%,145.3%,,,3.0,14728598.713397296,,,,126.8%,119.7%,,,0.1,15316628.026665144,,,,71.2%,70.8%,,,3.1,11386309.546963738,,,,157.2%,145.3%,,,3.1,11386309.546963738,,,,157.2%,145.3%
1748,Bordeaux,32208934.61055532,0.10193106356926111,3.7,45507320.29357612,0.10193106356926111,166480179.7911622,166480179.7911622,-49.2%,-57.2%,12264367.50769504,0.09011673189484112,4.2,16093147.818956075,0.09011673189484112,40905167.30418812,40905167.30418812,-38.5%,-53.8%,19944567.10286028,0.11086893588643128,3.2,29544943.80091244,0.11086893588643128,138603523.43778506,138603523.43778506,-56.9%,-60.6%,19988647.22155146,,2.2,29541924.015852023,,117311500.25667997,117311500.25667997,-53.2%,-55.5%,15102973.89086278,,3.0,11114352.228134388,,75083990.44091326,75083990.44091326,-46.2%,-38.5%,8336408.94430779,,2.9,8438225.742853558,,22722825.43646227,22722825.43646227,-47.7%,-40.4%,11652238.27724367,,1.9,20901718.483203776,,100014789.58946195,100014789.58946195,-53.5%,-55.1%,7551486.94543139,,3.0,5664331.371350552,,35169584.62379305,35169584.62379305,-47.0%,-41.8%,7551486.94543139,,3.0,5557176.114067262,,37541995.220452294,37541995.220452294,-46.2%,-38.5%
1748,Nantes,,0.0,1.2,27214549.472013187,0.0,49302112.42904861,49302112.42904861,-41.9%,-38.6%,,0.0,1.1,11897820.225026807,0.0,50187204.114292435,50187204.114292435,-48.6%,-46.3%,,0.0,0.6,14617199.721631464,0.0,12476886.259844212,12476886.259844212,-24.4%,13.7%,,,0.6,17679206.064259272,,34279025.8367247,34279025.8367247,-23.1%,6.9%,,,-0.2,9642968.688574005,,221555863.31853095,221555863.31853095,-30.2%,53.9%,,,0.0,6827862.540198768,,53159235.62927847,53159235.62927847,-34.6%,31.5%,,,0.6,9760487.745919598,,7501255.208370753,7501255.208370753,-6.7%,42.0%,,,-0.1,4818344.248614619,,110777931.65925898,110777931.65925898,-31.5%,56.8%,,,-0.2,4821484.3442870015,,110777931.65925898,110777931.65925898,-30.2%,53.9%
1748,Bayonne,,0.0,0.1,17764766.52346276,0.0,,,22.6%,40.3%,,0.0,0.3,6234056.111119718,0.0,,,13.4%,23.8%,15283047.050639475,0.08495622666904924,-0.4,12374868.786429578,0.08495622666904924,,,29.2%,49.7%,,,0.3,15176448.351887867,,,,31.5%,49.0%,,,0.5,9915044.078243649,,,,29.0%,37.4%,,,0.4,5138418.197304246,,,,28.9%,36.9%,11998852.3300566,,0.2,10186312.064755023,,,,31.3%,52.7%,,,0.5,4969001.200032183,,,,30.1%,37.3%,,,0.5,4957522.039121823,,,,29.0%,37.4%
